water_name,county,species,quantity,length,stock_date,source_year
LECONTE L Z-33,DUCHESNE,TIGER TROUT,702,2.34,07/09/2018,2018
LF- 8,DUCHESNE,CUTTHROAT,472,1.74,10/12/2018,2018
LIGHTNING L X-127,DUCHESNE,BROOK TROUT,700,2.88,06/27/2018,2018
LILLY L U-23,DUCHESNE,BROOK TROUT,809,2.88,07/10/2018,2018
LILY L S-15,DUCHESNE,BROOK TROUT,2006,2.88,07/10/2018,2018
"LILY PAD,LOWER DG-26",DUCHESNE,BROOK TROUT,452,2.88,07/11/2018,2018
"LILY PAD,UPPER DG-25",DUCHESNE,BROOK TROUT,1208,2.88,07/10/2018,2018
LITTLE DOG L X-33,DUCHESNE,BROOK TROUT,704,2.88,07/09/2018,2018
LODGEPOLE L X-3,DUCHESNE,BROOK TROUT,1700,2.88,06/26/2018,2018
LOST L Z-29,DUCHESNE,BROOK TROUT,1700,2.88,06/26/2018,2018
MABA L Z-8,DUCHESNE,BROOK TROUT,600,2.88,06/27/2018,2018
MARGO L Z-23,DUCHESNE,CUTTHROAT,1180,1.74,10/12/2018,2018
MARSELL L X-11,DUCHESNE,CUTTHROAT,1121,1.74,10/12/2018,2018
MID L X-42,DUCHESNE,BROOK TROUT,651,2.88,07/10/2018,2018
MIRROR L Z-3,DUCHESNE,RAINBOW,748,9.65,06/05/2018,2018
MIRROR L Z-3,DUCHESNE,RAINBOW,751,9.65,06/11/2018,2018
MIRROR L Z-3,DUCHESNE,TIGER TROUT,498,9.63,06/11/2018,2018
MIRROR L Z-3,DUCHESNE,RAINBOW,751,9.65,06/18/2018,2018
MIRROR L Z-3,DUCHESNE,RAINBOW,756,9.64,06/25/2018,2018
MIRROR L Z-3,DUCHESNE,TIGER TROUT,1000,9.63,06/28/2018,2018
MIRROR L Z-3,DUCHESNE,RAINBOW,751,9.64,07/02/2018,2018
MIRROR L Z-3,DUCHESNE,RAINBOW,756,9.63,07/10/2018,2018
MIRROR L Z-3,DUCHESNE,TIGER TROUT,1004,10.36,07/11/2018,2018
MIRROR L Z-3,DUCHESNE,BROOK TROUT,3498,2.87,07/11/2018,2018
MIRROR L Z-3,DUCHESNE,RAINBOW,752,10.21,07/17/2018,2018
MIRROR L Z-3,DUCHESNE,RAINBOW,999,10.21,07/23/2018,2018
MIRROR L Z-3,DUCHESNE,RAINBOW,748,9.77,07/30/2018,2018
MIRROR L Z-3,DUCHESNE,TIGER TROUT,1058,10.36,07/31/2018,2018
MIRROR L Z-3,DUCHESNE,RAINBOW,1001,9.61,08/06/2018,2018
MIRROR L Z-3,DUCHESNE,RAINBOW,2002,9.61,08/13/2018,2018
MIRROR L Z-3,DUCHESNE,RAINBOW,1496,10.34,08/20/2018,2018
MIRROR L Z-3,DUCHESNE,RAINBOW,1806,10.6,08/27/2018,2018
MOON L,DUCHESNE,TIGER TROUT,10010,2.96,05/14/2018,2018
MOON L,DUCHESNE,RAINBOW,3040,8.89,05/18/2018,2018
MOON L,DUCHESNE,RAINBOW,4770,9.05,05/24/2018,2018
MOON L,DUCHESNE,SPLAKE,10084,3.2,06/26/2018,2018
MOOSEHORN L Z-4,DUCHESNE,RAINBOW,398,9.65,06/05/2018,2018
MOOSEHORN L Z-4,DUCHESNE,TIGER TROUT,398,9.63,06/11/2018,2018
MOOSEHORN L Z-4,DUCHESNE,RAINBOW,399,9.64,06/21/2018,2018
MOOSEHORN L Z-4,DUCHESNE,TIGER TROUT,202,9.63,06/28/2018,2018
MOOSEHORN L Z-4,DUCHESNE,RAINBOW,399,9.64,07/02/2018,2018
MOOSEHORN L Z-4,DUCHESNE,RAINBOW,400,10.21,07/17/2018,2018
MOOSEHORN L Z-4,DUCHESNE,RAINBOW,400,10.21,07/23/2018,2018
MOOSEHORN L Z-4,DUCHESNE,RAINBOW,399,9.77,07/30/2018,2018
MOOSEHORN L Z-4,DUCHESNE,TIGER TROUT,405,10.36,07/31/2018,2018
MOOSEHORN L Z-4,DUCHESNE,RAINBOW,400,9.61,08/06/2018,2018
MOOSEHORN L Z-4,DUCHESNE,RAINBOW,400,9.61,08/13/2018,2018
MOOSEHORN L Z-4,DUCHESNE,RAINBOW,400,10.34,08/20/2018,2018
MOOSEHORN L Z-4,DUCHESNE,RAINBOW,399,10.6,08/27/2018,2018
MUD L X-66,DUCHESNE,BROOK TROUT,378,2.88,07/09/2018,2018
NELLIE L WR-75,DUCHESNE,CUTTHROAT,236,1.74,10/12/2018,2018
OKEY DOKE L U-5,DUCHESNE,CUTTHROAT,472,1.74,10/12/2018,2018
"OTTOSON L,UPPER X-87",DUCHESNE,CUTTHROAT,708,1.74,10/12/2018,2018
PACKARD L Z-15,DUCHESNE,BROOK TROUT,900,2.88,06/27/2018,2018
PASS L Z-5,DUCHESNE,BROOK TROUT,508,2.53,05/30/2018,2018
PASS L Z-5,DUCHESNE,RAINBOW,398,9.65,06/05/2018,2018
PASS L Z-5,DUCHESNE,TIGER TROUT,498,9.63,06/11/2018,2018
PASS L Z-5,DUCHESNE,RAINBOW,399,9.64,06/21/2018,2018
PASS L Z-5,DUCHESNE,RAINBOW,399,9.64,06/25/2018,2018
PASS L Z-5,DUCHESNE,TIGER TROUT,501,9.63,06/28/2018,2018
PASS L Z-5,DUCHESNE,RAINBOW,399,9.57,07/02/2018,2018
PASS L Z-5,DUCHESNE,RAINBOW,398,9.63,07/10/2018,2018
PASS L Z-5,DUCHESNE,TIGER TROUT,500,10.36,07/11/2018,2018
PASS L Z-5,DUCHESNE,RAINBOW,400,10.21,07/17/2018,2018
PASS L Z-5,DUCHESNE,RAINBOW,505,10.21,07/23/2018,2018
PASS L Z-5,DUCHESNE,RAINBOW,498,9.77,07/30/2018,2018
PASS L Z-5,DUCHESNE,TIGER TROUT,405,10.36,07/31/2018,2018
PASS L Z-5,DUCHESNE,RAINBOW,499,9.61,08/06/2018,2018
PASS L Z-5,DUCHESNE,RAINBOW,801,9.61,08/13/2018,2018
PASS L Z-5,DUCHESNE,RAINBOW,800,10.34,08/20/2018,2018
PASS L Z-5,DUCHESNE,RAINBOW,798,10.6,08/27/2018,2018
PINE ISLAND L X-8,DUCHESNE,BROOK TROUT,8400,2.88,06/26/2018,2018
POLE CR L,DUCHESNE,TIGER TROUT,502,2.35,07/10/2018,2018
RAINBOW L Z-25,DUCHESNE,BROOK TROUT,1000,2.88,06/26/2018,2018
RASMUSSEN L NO1 WR35,DUCHESNE,BROOK TROUT,1533,2.88,07/10/2018,2018
RASMUSSEN L NO2 WR36,DUCHESNE,BROOK TROUT,1407,2.88,07/10/2018,2018
RC-36,DUCHESNE,BROOK TROUT,305,2.88,07/10/2018,2018
RED CR RES,DUCHESNE,RAINBOW,10043,3.11,04/30/2018,2018
RED CR RES,DUCHESNE,TIGER TROUT,4950,2.96,05/14/2018,2018
RED CR RES,DUCHESNE,RAINBOW,370,10.29,06/21/2018,2018
ROBERTS L U-15,DUCHESNE,CUTTHROAT,826,1.74,10/12/2018,2018
ROCK CR,DUCHESNE,RAINBOW,1418,9.22,06/08/2018,2018
ROCK CR,DUCHESNE,RAINBOW,1250,10.08,07/19/2018,2018
ROCK CR,DUCHESNE,RAINBOW,600,10.77,08/28/2018,2018
ROCK I L X-96,DUCHESNE,BROOK TROUT,483,2.88,07/09/2018,2018
"ROCK L, LOWER WR-17",DUCHESNE,TIGER TROUT,1872,2.35,07/10/2018,2018
"ROCK L, MIDDLE WR-16",DUCHESNE,CUTTHROAT,413,1.74,10/12/2018,2018
"ROCK L, UPPER WR-14",DUCHESNE,CUTTHROAT,2016,1.76,10/12/2018,2018
ROSALIE L X-130,DUCHESNE,BROOK TROUT,810,2.88,06/27/2018,2018
RUDOLPH L NO 2 X-40,DUCHESNE,BROOK TROUT,294,2.88,07/09/2018,2018
SCOUT L Z-12,DUCHESNE,RAINBOW,399,9.64,06/25/2018,2018
SCOUT L Z-12,DUCHESNE,TIGER TROUT,398,9.63,06/25/2018,2018
SCOUT L Z-12,DUCHESNE,RAINBOW,396,9.64,07/02/2018,2018
SCOUT L Z-12,DUCHESNE,TIGER TROUT,406,9.63,07/09/2018,2018
SCOUT L Z-12,DUCHESNE,BROOK TROUT,1000,2.92,07/09/2018,2018
SCOUT L Z-12,DUCHESNE,RAINBOW,398,9.63,07/09/2018,2018
SCOUT L Z-12,DUCHESNE,RAINBOW,400,10.21,07/17/2018,2018
SCOUT L Z-12,DUCHESNE,RAINBOW,340,9.77,07/30/2018,2018
SCOUT L Z-12,DUCHESNE,RAINBOW,400,9.61,08/06/2018,2018
SHAMROCK L X-98,DUCHESNE,BROOK TROUT,1820,2.88,06/27/2018,2018
SONNY L X-12,DUCHESNE,BROOK TROUT,400,2.88,06/26/2018,2018
STARVATION RES,DUCHESNE,KOKANEE,74998,1.61,02/15/2018,2018
STARVATION RES,DUCHESNE,PERCH YELLOW,154,8.05,04/24/2018,2018
STARVATION RES,DUCHESNE,PERCH YELLOW,123,6.73,04/25/2018,2018
STARVATION RES,DUCHESNE,PERCH YELLOW,423,8.05,05/03/2018,2018
STARVATION RES,DUCHESNE,CRAPPIE BLACK,94,11.38,05/23/2018,2018
STARVATION RES,DUCHESNE,RAINBOW,99960,1.52,07/03/2018,2018
STARVATION RES,DUCHESNE,RAINBOW,3040,11.05,11/01/2018,2018
STARVATION RES,DUCHESNE,RAINBOW,1520,11.05,11/01/2018,2018
STARVATION RES,DUCHESNE,RAINBOW,3088,11.05,11/01/2018,2018
STARVATION RES,DUCHESNE,RAINBOW,3097,11.05,11/02/2018,2018
STARVATION RES,DUCHESNE,RAINBOW,2489,11.05,11/02/2018,2018
STARVATION RES,DUCHESNE,RAINBOW,665,11.05,11/03/2018,2018
STARVATION RES,DUCHESNE,RAINBOW,1080,10.22,11/03/2018,2018
STARVATION RES,DUCHESNE,RAINBOW,3840,10.22,11/03/2018,2018
STARVATION RES,DUCHESNE,RAINBOW,3720,10.22,11/03/2018,2018
STARVATION RES,DUCHESNE,RAINBOW,1920,10.22,11/03/2018,2018
STARVATION RES,DUCHESNE,RAINBOW,3900,10.22,11/04/2018,2018
STARVATION RES,DUCHESNE,RAINBOW,4275,11.96,11/05/2018,2018
STARVATION RES,DUCHESNE,RAINBOW,1015,9.6,11/05/2018,2018
STARVATION RES,DUCHESNE,RAINBOW,1450,9.6,11/05/2018,2018
STARVATION RES,DUCHESNE,RAINBOW,6480,10.22,11/05/2018,2018
STARVATION RES,DUCHESNE,RAINBOW,3335,9.6,11/06/2018,2018
STARVATION RES,DUCHESNE,RAINBOW,9570,9.6,11/06/2018,2018
STARVATION RES,DUCHESNE,RAINBOW,9425,9.6,11/06/2018,2018
STRAWBERRY R,DUCHESNE,RAINBOW,500,8.97,05/22/2018,2018
SURVEY L RC-20,DUCHESNE,BROOK TROUT,1000,2.88,06/26/2018,2018
TAMARA L WR-73,DUCHESNE,CUTTHROAT,590,1.74,10/12/2018,2018
U- 22,DUCHESNE,BROOK TROUT,599,2.88,07/10/2018,2018
U- 38,DUCHESNE,CUTTHROAT,590,1.74,10/12/2018,2018
U- 93,DUCHESNE,CUTTHROAT,413,1.74,10/12/2018,2018
UINTA R,DUCHESNE,RAINBOW,1088,9.41,06/04/2018,2018
UINTA R,DUCHESNE,RAINBOW,1000,10.22,07/02/2018,2018
UINTA R,DUCHESNE,RAINBOW,560,10.77,08/31/2018,2018
WHITE MILLER L X-54,DUCHESNE,BROOK TROUT,1103,2.88,07/10/2018,2018
WILDER L Z-13,DUCHESNE,BROOK TROUT,400,2.88,06/27/2018,2018
WOLF CR,DUCHESNE,CUTTHROAT,294,1.91,10/25/2018,2018
WYMAN L Z-14,DUCHESNE,BROOK TROUT,1000,2.88,06/27/2018,2018
X- 51,DUCHESNE,CUTTHROAT,295,1.74,10/12/2018,2018
X- 61,DUCHESNE,CUTTHROAT,295,1.74,10/12/2018,2018
X- 62,DUCHESNE,CUTTHROAT,295,1.74,10/12/2018,2018
Y-36,DUCHESNE,BROOK TROUT,704,2.88,07/10/2018,2018
Y-37,DUCHESNE,BROOK TROUT,977,2.88,07/10/2018,2018
YELLOWSTONE R,DUCHESNE,RAINBOW,789,9.22,06/08/2018,2018
YELLOWSTONE R,DUCHESNE,RAINBOW,528,10.36,07/05/2018,2018
YELLOWSTONE R,DUCHESNE,RAINBOW,519,10.18,08/16/2018,2018
YOUNG L X-100,DUCHESNE,CUTTHROAT,295,1.74,10/12/2018,2018
BAKER L BR-45,SUMMIT,TIGER TROUT,360,2.78,07/08/2024,2024
BEAR L G-7,SUMMIT,BROOK TROUT,2003,2.91,06/28/2024,2024
BEAR R,SUMMIT,RAINBOW,120,10.14,07/02/2024,2024
BEAR R,SUMMIT,RAINBOW,100,10,07/15/2024,2024
BEAVER CR,SUMMIT,RAINBOW,202,11.16,06/20/2024,2024
BEAVER CR,SUMMIT,RAINBOW,101,11.16,07/01/2024,2024
BEAVER CR,SUMMIT,RAINBOW,115,10.28,07/15/2024,2024
BEAVER CR,SUMMIT,RAINBOW,230,10.28,07/22/2024,2024
BEAVER CR,SUMMIT,RAINBOW,115,10.28,08/05/2024,2024
BEAVER CR,SUMMIT,CUTTHROAT,571,10.27,12/13/2024,2024
BEAVER L A-17,SUMMIT,BROOK TROUT,265,2.9,07/03/2024,2024
BEAVER L BR-10,SUMMIT,RAINBOW,1029,12.74,06/30/2024,2024
BETH L A-6,SUMMIT,BROOK TROUT,296,2.9,07/03/2024,2024
BIG ELK RES A-18,SUMMIT,TIGER TROUT,650,2.78,07/08/2024,2024
BLUE L A-5,SUMMIT,BROOK TROUT,398,2.9,07/03/2024,2024
BOOKER L A-35,SUMMIT,BROOK TROUT,398,2.9,07/03/2024,2024
BOURBON L BR-1,SUMMIT,BROOK TROUT,500,2.9,07/02/2024,2024
BR-43,SUMMIT,TIGER TROUT,197,2.78,07/08/2024,2024
BR-44,SUMMIT,TIGER TROUT,348,2.78,07/08/2024,2024
BR-50,SUMMIT,BROOK TROUT,347,2.9,07/02/2024,2024
BRIDGER L G-20,SUMMIT,RAINBOW,1800,10.77,05/29/2024,2024
BRIDGER L G-20,SUMMIT,RAINBOW,1544,11.16,06/24/2024,2024
BRIDGER L G-20,SUMMIT,RAINBOW,2300,10,07/11/2024,2024
BRIDGER L G-20,SUMMIT,BROOK TROUT,2091,3.71,07/17/2024,2024
BROOK L A-20,SUMMIT,BROOK TROUT,71,2.9,07/03/2024,2024
BUCKEYE L A-3,SUMMIT,BROOK TROUT,173,2.9,07/03/2024,2024
CAROL L W-51,SUMMIT,BROOK TROUT,265,2.9,07/02/2024,2024
CASTLE L G-11,SUMMIT,TIGER TROUT,603,2.78,07/08/2024,2024
CASTLE L W-67,SUMMIT,CUTTHROAT,823,2.4,09/24/2024,2024
CHARITY L P-16,SUMMIT,BROOK TROUT,204,2.9,07/03/2024,2024
CHINA L G-21,SUMMIT,BROOK TROUT,3885,2.91,06/28/2024,2024
CLEGG L A-47,SUMMIT,BROOK TROUT,255,2.9,07/03/2024,2024
CLIFF L A-34,SUMMIT,CUTTHROAT,1008,2.4,09/24/2024,2024
COFFIN L GR-144,SUMMIT,CUTTHROAT,2008,2.26,07/15/2024,2024
CRYSTAL L A-51,SUMMIT,BROOK TROUT,1000,2.9,07/03/2024,2024
CUBERANT NO 1 W-42,SUMMIT,BROOK TROUT,398,2.9,07/02/2024,2024
CUBERANT NO 4 W-45,SUMMIT,CUTTHROAT,3334,2.4,09/24/2024,2024
CUTTHROAT L BR-37,SUMMIT,BROOK TROUT,398,2.9,07/02/2024,2024
DEAN L W-35,SUMMIT,GRAYLING ARCTIC,448,2.47,09/25/2024,2024
DEER VALLEY LAKES,SUMMIT,RAINBOW,598,10.32,05/06/2024,2024
DEER VALLEY LAKES,SUMMIT,RAINBOW,303,10.24,05/14/2024,2024
DEER VALLEY LAKES,SUMMIT,RAINBOW,303,10.24,05/21/2024,2024
DEER VALLEY LAKES,SUMMIT,WIPER,1496,8.55,05/23/2024,2024
DEER VALLEY LAKES,SUMMIT,RAINBOW,900,9.91,06/13/2024,2024
DEER VALLEY LAKES,SUMMIT,RAINBOW,600,10.25,07/02/2024,2024
DEER VALLEY LAKES,SUMMIT,TIGER TROUT,3036,6.04,10/24/2024,2024
DIAMOND L A-22,SUMMIT,BROOK TROUT,296,2.9,07/03/2024,2024
ECHO RES,SUMMIT,RAINBOW,4251,13.19,04/29/2024,2024
ECHO RES,SUMMIT,RAINBOW,4752,12.37,04/30/2024,2024
ECHO RES,SUMMIT,RAINBOW,5023,11.33,09/23/2024,2024
ECHO RES,SUMMIT,CUTTHROAT,10004,2.47,10/25/2024,2024
FAITH L A-16,SUMMIT,BROOK TROUT,102,2.9,07/03/2024,2024
G- 13,SUMMIT,BROOK TROUT,801,2.91,06/28/2024,2024
G- 52,SUMMIT,BROOK TROUT,304,2.91,06/28/2024,2024
G- 56,SUMMIT,BROOK TROUT,146,2.91,06/28/2024,2024
G- 60,SUMMIT,TIGER TROUT,255,2.78,07/08/2024,2024
G- 61,SUMMIT,BROOK TROUT,401,2.91,06/28/2024,2024
G- 64,SUMMIT,TIGER TROUT,336,2.78,07/08/2024,2024
G- 68,SUMMIT,BROOK TROUT,408,2.9,07/09/2024,2024
G- 71,SUMMIT,BROOK TROUT,306,2.9,07/09/2024,2024
G- 74,SUMMIT,BROOK TROUT,296,2.9,07/09/2024,2024
GAIL L GR-115,SUMMIT,CUTTHROAT,347,2.26,07/15/2024,2024
GR-152,SUMMIT,BROOK TROUT,497,2.93,06/26/2024,2024
GR-160,SUMMIT,BROOK TROUT,255,2.91,06/28/2024,2024
GR-161,SUMMIT,GRAYLING ARCTIC,199,2.47,09/25/2024,2024
GR-163,SUMMIT,GRAYLING ARCTIC,299,2.47,09/25/2024,2024
GR-164,SUMMIT,GRAYLING ARCTIC,299,2.47,09/25/2024,2024
GR-172,SUMMIT,GRAYLING ARCTIC,148,2.47,09/25/2024,2024
GR-173,SUMMIT,BROOK TROUT,401,2.91,06/28/2024,2024
HAYDEN FK,SUMMIT,RAINBOW,264,10.14,07/02/2024,2024
HAYDEN FK,SUMMIT,RAINBOW,200,10,07/15/2024,2024
HAYDEN FK,SUMMIT,RAINBOW,207,10.28,07/29/2024,2024
HIDDEN L A-15,SUMMIT,BROOK TROUT,796,2.9,07/03/2024,2024
HOOP L,SUMMIT,RAINBOW,2240,12.13,05/28/2024,2024
HOOP L,SUMMIT,RAINBOW,408,12.25,06/17/2024,2024
HOOP L,SUMMIT,TIGER TROUT,600,9.41,06/17/2024,2024
HOOP L,SUMMIT,RAINBOW,7975,4.42,06/17/2024,2024
ISLAND L A-57,SUMMIT,CUTTHROAT,3046,2.4,09/24/2024,2024
JACKS L A-13,SUMMIT,BROOK TROUT,122,2.9,07/03/2024,2024
JAMES L A-31,SUMMIT,BROOK TROUT,204,2.9,07/03/2024,2024
JEAN L W-58,SUMMIT,GRAYLING ARCTIC,148,2.47,09/25/2024,2024
JERRY L W-28,SUMMIT,BROOK TROUT,398,2.9,07/02/2024,2024
JESSON L GR-1,SUMMIT,TIGER TROUT,634,3.64,06/26/2024,2024
JOHN L A-30,SUMMIT,BROOK TROUT,296,2.9,07/03/2024,2024
JUNIOR L A-56,SUMMIT,CUTTHROAT,329,2.4,09/24/2024,2024
LAMBERT MEADOW L A-2,SUMMIT,BROOK TROUT,153,2.9,07/03/2024,2024
LILLIAN L A-43,SUMMIT,BROOK TROUT,204,2.9,07/03/2024,2024
LILLY L A-58,SUMMIT,RAINBOW,299,12.25,06/19/2024,2024
LILLY L A-58,SUMMIT,TIGER TROUT,252,9.87,06/20/2024,2024
LILLY L A-58,SUMMIT,RAINBOW,360,11.16,06/25/2024,2024
LILLY L A-58,SUMMIT,RAINBOW,306,11.16,07/01/2024,2024
LILLY L A-58,SUMMIT,TIGER TROUT,250,10,07/03/2024,2024
LILLY L A-58,SUMMIT,TIGER TROUT,250,10,07/08/2024,2024
LILLY L A-58,SUMMIT,TIGER TROUT,259,10.21,07/15/2024,2024
LILLY L A-58,SUMMIT,RAINBOW,300,10,07/15/2024,2024
LILLY L A-58,SUMMIT,RAINBOW,207,10.28,07/29/2024,2024
LILLY L A-58,SUMMIT,TIGER TROUT,170,10.56,07/31/2024,2024
LILLY L A-58,SUMMIT,RAINBOW,161,10.28,08/05/2024,2024
LILLY L A-58,SUMMIT,RAINBOW,161,10.28,08/14/2024,2024
LILLY L A-58,SUMMIT,TIGER TROUT,213,10.55,08/19/2024,2024
LILLY L A-58,SUMMIT,RAINBOW,309,11.02,08/28/2024,2024
LILY L BR-11,SUMMIT,RAINBOW,1075,10.52,06/05/2024,2024
LILY L BR-11,SUMMIT,RAINBOW,864,10.14,07/02/2024,2024
LILY L BR-11,SUMMIT,RAINBOW,747,10.28,07/23/2024,2024
LILY L LOWER A-25,SUMMIT,BROOK TROUT,153,2.9,07/03/2024,2024
LOFTY L W-41,SUMMIT,CUTTHROAT,412,2.4,09/24/2024,2024
LOST L A-59,SUMMIT,RAINBOW,1156,12.25,06/17/2024,2024
LOST L A-59,SUMMIT,TIGER TROUT,1500,10,06/26/2024,2024
LOST L A-59,SUMMIT,RAINBOW,1404,11.16,07/01/2024,2024
LOST L A-59,SUMMIT,TIGER TROUT,658,10.21,07/15/2024,2024
LOST L A-59,SUMMIT,BROOK TROUT,1986,3.78,07/16/2024,2024
LOST L A-59,SUMMIT,RAINBOW,851,10.28,07/22/2024,2024
LOST L A-59,SUMMIT,TIGER TROUT,657,10.56,07/31/2024,2024
